EPPID,LocationNumber,PolicyStatus,PolicyExpirationDate,InsuredName,location_Address,Output address,Geocoding source,Image boundary,Image source,Image date,Image level,Building ftpts,Image info,Image gsd (sqft/pixel),Building details,Condition details,Confidence details,Largest roof condition score,Overall roof condition score,Small business unit score,Overall roof confidence score,Roof type,Roof type details,Roof material,Roof material details,Number of HVAC/Cooling tower,Number of Skylight,Number of Solar panel,Number of Pipeline,Number of Water pooling,Number of Staining,Number of Other damage,Number of Patching,Number of Tarp,Number of Missing_shingle,Area of HVAC/Cooling tower (pixels),Area of Skylight (pixels),Area of Solar panel (pixels),Area of Pipeline (pixels),Area of Water pooling (pixels),Area of Staining (pixels),Area of Other damage (pixels),Area of Patching (pixels),Area of Tarp (pixels),Area of Missing_shingle (pixels),Total points,HVAC/Cooling tower,Skylight,Solar panel,Pipeline,Water pooling,Staining,Other damage,Patching,Tarp,Missing_shingle,Roof area pixels
268,1,Issued,19-Oct-19,CIC,"315 W Hickory St  Sylacauga, AL 35050","315 W HICKORY ST  SYLACAUGA, AL 35050",Google,"[33.165281, -86.256577, 33.163833, -86.254598]",GIC,2019-05-17,21,"POLYGON ((0 0, 3328 0, 3328 3072, 0 3072, 0 0))","[546094, 843593, 546106, 843582]",0.0420280297092327,"2939239.1801794847,64342.91512292532,20888.735671885992,13821.481680640683,331974.5428742054,","2939239.1801794847:36.26422445970266,64342.91512292532:91.75018194744631,20888.735671885992:92.28260464247144,13821.481680640683:5.380205809237981,331974.5428742054:5.926844031595315,","2939239.1801794847:64.16831550081972,64342.91512292532:48.87613589144734,20888.735671885992:77.80542125195515,13821.481680640683:54.960687450923196,331974.5428742054:80.09465838571059,",36.26422445970266,34.55580795889679,19,65.49188897743824,"38234.98871226429:Gable,2939239.1801794847:Flat,64342.91512292532:Gable,20888.735671885992:Flat,13821.481680640683:Flat,331974.5428742054:Flat,","38234.98871226429:Gable_0.96,2939239.1801794847:Arched rooftop_0.01 + Flat_0.02 + Flat_0.03 + Flat_0.01 + Flat_0.02 + Flat_0.06 + Flat_0.02 + Flat_0.01 + Flat_0.0 + Flat_0.01 + Flat_0.0 + Flat_0.07 + Flat_0.21 + Flat_0.0 + Flat_0.01 + Flat_0.03 + Flat_0.05 + Flat_0.0 + Flat_0.02 + Flat_0.0 + Flat_0.0 + Flat_0.01 + Flat_0.01 + Flat_0.02 + Flat_0.0 + Flat_0.16 + Flat_0.0 + Flat_0.01 + Flat_0.0 + Flat_0.0 + Flat_0.0 + Flat_0.0 + Flat_0.04 + Flat_0.01 + Flat_0.0 + Flat_0.01 + Flat_0.0 + Flat_0.02 + Flat_0.01 + Flat_0.01 + Flat_0.02,64342.91512292532:Gable_0.88 + Shed roof_0.28,20888.735671885992:Flat_0.98 + Arched rooftop_0.98,13821.481680640683:Flat_0.23,331974.5428742054:Flat_0.72 + Flat_0.28 + Flat_0.01 + Flat_0.14,","38234.98871226429:Ballast,2939239.1801794847:Ballast,64342.91512292532:Metal,20888.735671885992:Metal,13821.481680640683:TPO/PVC/SPF,331974.5428742054:EPDM,","38234.98871226429:,2939239.1801794847:Ballast_0.05 + Ballast_0.21 + Ballast_0.01 + Ballast_0.01 + Ballast_0.02 + Other material_0.02 + Ballast_0.02 + Ballast_0.01 + Ballast_0.01 + Metal_0.01 + EPDM_0.02 + EPDM_0.01 + Ballast_0.15 + Ballast_0.01 + Metal_0.0 + EPDM_0.01 + Modified bitumen_0.03 + Ballast_0.0 + Ballast_0.0 + EPDM_0.0 + EPDM_0.0 + Modified bitumen_0.05 + Modified bitumen_0.02 + Modified bitumen_0.02 + EPDM_0.02 + Ballast_0.03 + Modified bitumen_0.02 + Modified bitumen_0.03 + EPDM_0.01 + Modified bitumen_0.01 + Modified bitumen_0.01 + EPDM_0.0 + Modified bitumen_0.0 + Modified bitumen_0.02 + Modified bitumen_0.01 + TPO/PVC/SPF_0.03 + EPDM_0.0 + TPO/PVC/SPF_0.15 + TPO/PVC/SPF_0.0 + TPO/PVC/SPF_0.01 + TPO/PVC/SPF_0.01,64342.91512292532:Metal_0.57 + Metal_0.94,20888.735671885992:Metal_0.97,13821.481680640683:TPO/PVC/SPF_0.0,331974.5428742054:TPO/PVC/SPF_0.14 + EPDM_0.72 + Modified bitumen_0.72 + Modified bitumen_0.0 + TPO/PVC/SPF_0.27 + TPO/PVC/SPF_0.14,",37,4,0,5,24,14,0,23,0,0,53119.14506360408,910.9545338856016,0,6398.205919387655,133470.2012127649,2706315.442816617,0,34825.659593431265,0,0,11,3,0,0,1,1,3,0,3,0,0,3562926.5429085684
